word	sentence	translation	difficulty_rank
partout	Il avait des amis partout dans le monde.	He had friends all over the world.	643
partout	Tu vois le mal partout !	You find the worst in everything!	643
bras	Sois mon bras droit.	Be my right-hand man.	644
bras	Mon bras me fait encore mal.	My arm still hurts.	644
bras	Comment avez-vous perdu votre bras ?	How did you lose your arm?	644
cul	Beau cul !	Nice ass!	645
cul	Mon cul !	My ass!	645
cul	Il a un beau cul.	He has a nice ass.	645
prochaine	On se voit la semaine prochaine !	See you next week!	646
prochaine	Fais mieux la prochaine fois.	Do a better job next time.	646
prochaine	Ils vont faire une fête la semaine prochaine.	They're going to have a party next week.	646
visage	Je le connais de nom, mais pas de visage.	I know him by name, but not by sight.	647
visage	Je connais ton visage.	I know your face.	647
visage	Elle a un drôle de visage.	She has a funny face.	647
h	Il est parti à 4h du matin.	He set out at four in the morning.	648
h	Elle sera de retour à 17h.	She will be back at five.	648
h	« Il est 9h », dit-il.	"He said, ""It's nine o'clock."""	648
meilleure	La meilleure chose serait pour vous de faire le travail par vous-même.	The best thing would be for you to do the work yourself.	649
meilleure	Quelle est la meilleure façon de mettre fin à la guerre ?	What is the best way to put an end to the war?	649
meilleure	Elle est ma meilleure amie.	She's my best friend.	649
face	En face de son père, il ne peut rien dire.	He can't say anything to his father's face.	650
face	Les filles se font face.	The girls are facing each other.	650
face	Vous ne faites que sauver la face !	You're only saving face!	650
soirée	Il sera là toute la soirée.	He will be here all evening.	651
soirée	Nous avons passé toute la soirée à leur parler.	We spent the whole evening talking to them.	651
soirée	Cette soirée est la bonne.	Tonight is the night.	651
roi	Quand je serai grand, je veux être roi.	When I grow up, I want to be a king.	652
roi	Je suis le roi du monde !	I'm the king of the world!	652
roi	Le roi arrive.	The king is coming.	652
surtout	Je ne veux surtout plus penser à rien.	I mostly do not want to think about anything anymore.	653
surtout	Je ne veux surtout pas vivre dans une grande ville.	I have no wish to live in a large city.	653
surtout	Surtout, ne lui dis rien.	Above all, don't tell him anything.	653
retard	Il me semble que le train est en retard.	It seems to me that the train is late.	654
retard	Désolé. Le train était en retard.	Sorry. The train was late.	654
retard	Je lui ai dit de ne pas être en retard.	I told her not to be late.	654
écrit	John écrit à ses parents une fois par mois.	John writes a letter to his parents once a month.	655
écrit	Je lui ai écrit pour une autre raison.	I wrote to him for quite another reason.	655
écrit	Je me souviens lui avoir écrit.	I remember writing to her.	655
livre	Je veux ce livre, se dit-il.	"""I want that book,"" he said to himself."	656
livre	Le livre est ici.	The book is here.	656
livre	As-tu besoin de ce livre ?	Do you need this book?	656
rapport	Avez-vous quelque chose à dire en rapport avec cela ?	Do you have anything to say in connection with this?	657
rapport	Êtes-vous celui qui a écrit ce rapport ?	Are you the one who wrote that report?	657
rapport	Il a écrit le rapport.	He wrote the report.	657
chéri	Merci, mon chéri.	Thanks, honey.	658
chéri	Merci, chéri.	Thanks, honey.	658
chéri	Tout ce que tu veux, mon chéri.	Anything you want, my dear.	658
message	Puis-je prendre un message ?	Can I take a message?	659
message	« Voulez-vous laisser un message ? » « Non, merci. »	"""Shall I take a message?"" ""No, thank you."""	659
message	Téléphone-lui si le message est important.	Telephone him if the message is important.	659
vaut	Mieux vaut tard que jamais.	Better late than never.	660
vaut	Je pense que ça vaut le coup de demander.	I think it's worth asking.	660
vaut	Il vaut mieux tard que jamais.	Better late than never.	660
ferais	Je ferais mieux de ne pas manger ça.	I'd better not eat that.	661
ferais	Je ferais mieux de rester à la maison plutôt que de sortir par ce temps-là.	I'd rather stay home than go out in this weather.	661
ferais	Je pense que je ferais mieux de rester ici.	I think I'd better stay here.	661
morts	Tous mes amis et ma famille sont morts.	All my friends and family are dead.	662
morts	Ses deux parents sont morts.	Both her parents are dead.	662
morts	Ils sont tous morts.	They are all dead.	662
boire	Veux-tu quelque chose à boire ?	Would you like something to drink?	663
boire	Je veux quelque chose à boire.	I want something to drink.	663
boire	Donne-moi à boire.	Give me something to drink.	663
soyez	Je suis désolé que vous ne soyez pas venu avec nous.	I'm sorry for your not having come with us.	664
soyez	Soyez heureux pour toujours.	May you always be happy!	664
soyez	Ne soyez pas trop dur avec les enfants.	Don't be so sharp with the children.	664
président	Je vous passe le président.	I'll put you through to the president.	665
président	Elle a parlé avec le président.	She talked to the chairperson.	665
président	Il a parlé au président.	He talked to the chairman.	665
plait	De toute façon, ça ne me plait pas.	Anyway, I don't like it.	666
plait	Il me plait de manger.	Eating pleases me.	666
plait	Cette idée ne me plait pas trop.	I don't like that idea much.	666
bois	Mon bureau est fait de bois.	My desk is made of wood.	667
bois	Ma maison est en bois.	My house is built of wood.	667
bois	Il a perdu son chemin dans les bois.	He lost his way in the woods.	667
sinon	Si ça marche, tant mieux ; sinon, on aura essayé.	If it works, that's good; otherwise, we will have tried.	668
sinon	Vas-tu aller à la fête ce soir ? Sinon, allons voir un film.	Will you be going to the party tonight? If not, let's go watch a movie.	668
sinon	Sinon, non !	Otherwise, no!	668
erreur	Ne fais pas encore la même erreur.	Don't make the same mistake again.	669
erreur	Tout le monde peut faire une erreur.	Anybody can make a mistake.	669
erreur	Tu as fait une erreur.	You made an error.	669
rentre	Rentre dans la voiture.	Get into the car.	671
rentre	Rentre tôt à la maison.	Come home early.	671
rentre	Rentre vite à la maison.	Go home quickly.	671
devait	Même si elle devait passer, dis-lui que je ne suis pas à la maison.	Even if she comes to see me, tell her I am not at home.	673
devait	Elle devait être belle quand elle était jeune.	She must have been very beautiful when she was young.	673
devait	Il devait rester au lit.	He had to stay in bed.	673
revenir	Il ne devrait pas revenir ici.	He shall not come here again.	674
revenir	Elle doit revenir à la maison au plus tard à 9 heures.	She must come home by 9 at latest.	674
revenir	Quand devrais-je revenir?	When should I come again?	674
joue	Il joue dehors.	He is playing outdoors.	675
joue	Il joue dans sa chambre.	He is playing in his room.	675
joue	On joue ensemble ?	Would you play with me?	675
pauvre	Il est pauvre.	He is poor.	676
pauvre	Je suis pauvre.	I'm poor.	676
pauvre	Vous êtes un pauvre type.	You're a jerk.	676
devenir	Il a peur de devenir malade.	He is afraid of becoming sick.	677
devenir	Cela peut devenir un gros problème.	This could become a big problem.	677
devenir	Tu vas devenir maman.	You're going to be a mommy.	677
s	Il faut s'attendre au pire.	We have to expect the worst.	678
s	Cela s'est passé il y a longtemps.	It happened a long time ago.	678
s	Pourrais-tu me rendre un service s'il te plaît ?	Could you do me a favour please?	678
rencontrer	Tout ce que tu as à faire est de la rencontrer là-bas.	All you have to do is to meet her there.	679
rencontrer	Je viens de le rencontrer.	I met him just now.	679
rencontrer	Je suis heureux de vous rencontrer à nouveau.	Nice to see you.	679
sort	Que dis-tu si on sort dîner ce soir ?	What do you say to dining out tonight?	680
sort	Personne ne sort par ce temps.	Nobody goes outside in this kind of weather.	680
sort	La nuit il sort, pour boire un coup.	At night he goes out to have a drink.	680
commencer	Crois-tu que la guerre va commencer ?	Do you believe war will start?	681
commencer	En fait, ce serait une bonne idée de commencer tout de suite.	Actually it might be a good idea to start right now.	681
commencer	Puis-je commencer à manger maintenant ?	May I start eating now?	681
pouvait	Je pensais que ça pouvait être une bonne idée.	I thought that would be a great idea.	682
pouvait	Pas un son ne pouvait être entendu.	Not a sound was heard.	682
pouvait	Ce serait bien si on pouvait se revoir.	It would be great if we could meet again.	682
occupe	Il ne s'occupe pas de ses enfants.	He does not take care of his children.	683
occupe	Elle s'occupe de mes enfants.	She takes care of my children.	683
occupe	Personne ne s'occupe de moi.	Nobody cares for me.	683
entends	Pouvez-vous parler plus fort ? Je ne vous entends pas.	Can you talk louder? I didn't hear you.	684
entends	Est-ce que tu sous-entends quelque chose ?	Are you implying something?	684
entends	Tu entends des choses.	You are hearing things.	684
souvent	As-tu souvent de ses nouvelles ?	Do you often hear from him?	685
souvent	Comme cela lui arrive souvent, il était en retard.	As is often the case with him, he was late.	685
souvent	Le vois-tu souvent ?	Do you see much of him?	685
pièce	Ne cours pas dans la pièce.	Don't run around in the room.	686
pièce	S'il te plaît, ne cours pas dans la pièce.	Please don't run about the room.	686
pièce	Il était seul dans la pièce.	He was alone in the room.	686
reçu	Voici mon reçu.	Here's my receipt.	687
reçu	As-tu un reçu ?	Have you a receipt?	687
reçu	Je peux avoir un reçu ?	May I have a receipt?	687
grave	Il a fait une erreur grave.	He made a grave mistake.	688
grave	Est-ce grave ?	Is it important?	688
grave	Je pense que ce fait est très grave.	I think that this fact is very serious.	688
mets	Mets ce livre de côté pour moi !	Put that book aside for me.	689
mets	Mets-le-moi de côté, s'il te plaît.	Please put it aside for me.	689
mets	Mets le livre sur le bureau.	Put the book on the desk.	689
honneur	Il a perdu son honneur.	He lost his honor.	691
honneur	Je dois le faire. Mon honneur est en jeu.	I must do it. My honor is at stake.	691
dormir	Tu devrais dormir.	You should sleep.	692
dormir	Je veux dormir encore un peu.	I want to sleep a little more.	692
dormir	Il est temps de dormir.	It's bedtime.	692
an	Il est mort il y a un an.	He died one year ago.	693
an	Je le connais depuis un an.	I've known him for one year.	693
an	Je le fais une fois par an.	I do it once a year.	693
faux	Faux.	Wrong.	694
faux	Il avait tout faux.	He was all wrong.	694
faux	Il ne peut dire le vrai du faux.	He can't tell the true from the false.	694
messieurs	Allez-y, messieurs.	Go ahead, gentlemen.	695
groupe	Avez-vous quoi que ce soit à voir avec ce groupe ?	Do you have something to do with this group?	696
groupe	Mon école a un groupe de musique.	My school has a band.	696
groupe	Je suis désolé, mon père ne fait plus partie du groupe.	I'm sorry, my father is out.	696
rêve	Je rêve de le voir ici.	I dream of seeing him there.	697
rêve	Je me sens comme en rêve.	I feel as if I were dreaming.	697
rêve	Ça a été mon rêve depuis que je suis petit garçon.	It's been my dream since I was a little boy.	697
carte	Cherche la ville sur la carte.	Look up the town on the map.	698
carte	Regardez la carte du monde.	Have a look at the world map.	698
carte	Ceci est une carte.	This is a map.	698
aviez	Lui aviez-vous déjà parlé ?	Did you ever talk to him?	699
aviez	Je pensais que vous aviez toujours voulu voir ce film.	I thought you'd always wanted to see this movie.	699
aviez	Je pensais que vous aviez vu ce film.	I thought you'd seen this movie.	699
appel	Dernier appel !	Last call!	700
appel	Quelle est la raison de votre appel ?	What's the reason that made you call me?	700
appel	Il faut juste que je passe un appel.	I just have to make a call.	700
manque	Elle me manque tellement.	I miss her so much.	701
manque	Rien ne manque.	Nothing is missing.	701
