rank	word	pos	en
2649	deodată	adv	suddenly; at the same time, at once, simultaneously
2650	zeci	num	plural of zece
2651	negri	adj	nominative/accusative masculine plural of negru
2652	ușa	noun	definite nominative/accusative singular of ușă
2653	printr-un	contraction	contraction of prin + un: through a, by a
2654	asigurat	adj	insured
2655	secunda	verb	to assist
2656	anulat	adj	cancelled (no longer planned or scheduled)
2657	porno	adj	pornographic; awesome
2658	preda	verb	to hand over, to give in custody an object
2659	rup	verb	first-person singular present indicative/subjunctive
2660	păsări	noun	plural of pasăre
2661	servi	verb	to serve; to serve up, dish up
2662	cos	verb	first-person singular present indicative/subjunctive
2663	anilor	noun	definite genitive/dative plural
2664	depus	adj	deposited
2665	societate	noun	society; company
2666	asistent	noun	assistant (person who assists or helps someone else)
2667	ochelari	noun	glasses, spectacles
2668	prietenului	noun	definite genitive singular of prieten
2669	culc	verb	first-person singular present indicative/subjunctive of culca
2670	civil	adj	civil
2671	hristos	name	Christ
2672	urmărire	noun	tracking; pursuance, pursuit
2673	protejezi	verb	second-person singular present indicative/subjunctive of proteja
2674	pasiune	noun	passion, ardor
2675	îndeajuns	adv	enough; sufficient
2676	rană	noun	wound; lesion
2677	adult	adj	adult
2678	eroare	noun	error
2679	tehnologie	noun	technology
2680	frigider	noun	refrigerator
2681	muscat	adj	muscat
2682	curva	noun	definite nominative/accusative singular of curvă
2683	maestru	noun	master (male); teacher (male)
2684	cazului	noun	definite genitive/dative singular of caz
2685	set	noun	set; set (of objects)
2686	sabie	noun	sword
2687	castel	noun	castle (fortified building)
2688	alerga	verb	to run (move quickly)
2689	informat	adj	informed
2690	fantome	noun	indefinite plural
2691	septembrie	noun	September
2692	asistentă	noun	female equivalent of asistent
2693	rezultate	noun	plural of rezultat
2694	înaltă	adj	indefinite feminine nominative/accusative singular of înalt
2695	sete	noun	thirst
2696	școală	noun	school
2697	particular	adj	private
2698	numim	verb	first-person plural present indicative/subjunctive of numi
2699	căsătoresc	adj	marriage
2700	limită	noun	limit
2701	state	noun	plural of stat
2702	calculator	noun	calculator (device)
2703	trai	noun	living
2704	dam	noun	cowshed
2705	oxigen	noun	oxygen (chemical element)
2706	lux	noun	lux
2707	bicicleta	noun	definite nominative/accusative singular of bicicletă
2708	acordat	adj	granted
2709	house	noun	house music
2710	coborât	noun	descending, dismounting, alighting
2711	dispărea	verb	to disappear, vanish
2712	raportat	adj	reported
2713	cutii	noun	plural of cutii
2714	comportament	noun	behaviour; comportment
2715	dispar	verb	first-person singular present indicative/subjunctive
2716	coadă	noun	tail; line (of people), queue
2717	de-ai	contraction	contraction of de + ai
2718	provocare	noun	provocation; challenge (something difficult to do)
2719	furie	noun	wrath (great anger)
2720	greutate	noun	weight; difficulty
2721	grava	verb	to engrave
2722	chip	noun	face, likeness; picture, image
2723	acelei	det	genitive/dative feminine singular of acel
2724	doamnei	noun	definite dative/genitive singular of doamnă
2725	scandal	noun	scandal
2726	dansează	verb	third-person singular/plural present indicative
2727	do	noun	do (musical note)
2728	sărbători	verb	to celebrate
2729	vârf	noun	pointed tip; top, upper extremity of something
2730	elimina	verb	to eliminate
2731	iert	verb	first-person singular present indicative/subjunctive of ierta
2732	masca	verb	to mask, to hide
2733	convine	verb	third-person singular present indicative of conveni
2734	drumului	noun	definite genitive/dative singular of drum
2735	coada	noun	definite nominative/accusative singular of coadă
2736	costat	verb	past participle of costa
2737	turnul	noun	definite nominative/accusative singular of turn
2738	fugim	verb	first-person plural present indicative/subjunctive of fugi
2739	groază	noun	terror, horror, right, dismay
2740	trecere	noun	the act of passing
2741	ceartă	noun	quarrel (verbal dispute or heated argument)
2742	cool	adj	cool
2743	sire	noun	sire
2744	îngrijora	verb	to worry about, to be anxious
2745	față	noun	face; visage
2746	musca	noun	definite nominative/accusative singular of muscă
2747	tipului	noun	definite genitive/dative singular of tip
2748	major	adj	major (significant)
2749	mason	noun	freemason
2750	homer	name	Homer
2751	re	noun	re (musical note)
2752	adora	verb	to adore; to adore (worship)
2753	aranja	verb	to arrange
2754	show	noun	show
2755	mute	verb	third-person singular/plural present subjunctive of muta
2756	avertisment	noun	warning; yellow card, booking, caution
2757	trib	noun	tribe
2758	placa	verb	to plate
2759	împins	noun	pushing
2760	japonia	name	Japan (a country in East Asia)
2761	lift	noun	elevator, lift; A stroke that gives the ball an upward trajection.
2762	dolar	noun	dollar
2763	calma	verb	to calm; to calm oneself, calm down, settle down
2764	bombe	noun	indefinite plural
2765	urc	verb	first-person singular present indicative/subjunctive of urca
2766	momentan	adj	momentary, belonging to the moment
2767	spania	name	Spain (a country in Southern Europe, including most of the Iberian peninsula)
2768	deosebire	noun	difference
2769	exterior	noun	exterior
2770	capete	noun	indefinite plural of cap (“head”)
2771	premiu	noun	prize
2772	sensibil	noun	sensitive
2773	oprire	noun	stop, halt; station
2774	rezultat	noun	result, outcome
2775	întoarcere	noun	return
2776	mergea	verb	third-person singular imperfect indicative of merge
2777	produse	noun	plural of produs
2778	legi	noun	plural of lege (“laws”)
2779	odihnă	noun	rest, repose; peace, calm, restfulness
2780	studiu	noun	study (the act of studying)
2781	plastic	adj	plastic
2782	marte	noun	Mars (planet)
2783	râul	noun	definite nominative/accusative singular of râu
2784	adaptare	noun	adaptation; adjustment
2785	dureros	adj	painful
2786	anchetă	noun	inquiry
2787	curse	noun	plural of cursă
2788	întins	verb	past participle of întinde
2789	mulți	adj	masculine plural of mult (“many”)
2790	distrăm	verb	first-person plural present indicative/subjunctive of distra
2791	vizitat	adj	visited
2792	alarmă	noun	alarm
2793	unt	noun	butter
2794	font	noun	font
2795	repar	verb	first-person singular present indicative/subjunctive of repara
2796	haos	noun	chaos
2797	muntele	noun	definite nominative/accusative singular of munte
2798	material	noun	material
2799	cerc	noun	a circle
2800	amuzantă	adj	indefinite nominative/accusative feminine singular of amuzant
2801	unuia	pron	genitive/dative singular masculine of unul
2802	tâmpit	verb	past participle of tâmpi
2803	precis	adj	precise, accurate, exact
2804	necesita	verb	to necessitate
2805	oarecare	det	some, a random (one unspecified in identity)
2806	primească	verb	third-person singular/plural present subjunctive of primi
2807	evreu	noun	a Jew, Hebrew
2808	fumat	verb	past participle of fuma
2809	drag	adj	dear
2810	palat	noun	palace
2811	căldură	noun	heat, warmth; hot weather, days
2812	protejat	adj	protected
2813	alegeri	noun	elections; choices (indefinite plural of alegere, f. “choice, election”)
2814	plănuit	adj	planned
2815	standard	noun	standard
2816	grabă	noun	haste
2817	făceau	verb	third-person plural imperfect indicative of face
2818	franceză	adj	nominative/accusative feminine singular of francez
2819	august	noun	August
2820	căpitanului	noun	definite dative/genitive singular of căpitan
2821	brat	noun	brother; monk
2822	descrie	verb	to describe; to depict
2823	mia	noun	definite nominative/accusative singular of mie
2824	însemnat	adj	significant
2825	analiza	verb	to analyze
2826	format	noun	format; template
2827	necunoscut	adj	unknown
2828	fonduri	noun	plural of fond
2829	prostesc	adj	stupid (that is proof of stupidity)
2830	americane	noun	indefinite nominative/accusative plural
2831	valea	noun	definite nominative/accusative singular of vale
2832	mireasa	noun	definite nominative/accusative singular of mireasă
2833	maximă	noun	maxim
2834	sar	verb	first-person singular present indicative/subjunctive
2835	fapte	noun	plural of fapt
2836	culca	verb	to lie down, recline
2837	fericita	verb	to congratulate
2838	pagină	noun	page
2839	geantă	noun	bag; handbag, purse
2840	promisiune	noun	promise
2841	seif	noun	safe (box)
2842	furt	noun	theft; robbery
2843	fură	verb	third-person singular/plural present indicative
2844	obiecte	noun	plural of obiect
2845	guvernator	noun	governor
2846	german	adj	German
2847	for	noun	forum
2848	gustul	noun	definite nominative/accusative singular of gust
2849	tur	noun	tour; round
2850	surori	noun	plural of soră (“sisters”)
2851	ceata	noun	definite nominative/accusative singular of ceată
2852	consilier	noun	counsellor, adviser
2853	miercuri	noun	Wednesday
2854	palma	noun	definite nominative/accusative singular of palmă
2855	hrană	noun	food
2856	revine	verb	third-person singular present indicative of reveni
2857	nervoasă	adj	indefinite feminine nominative/accusative singular of nervos
2858	maya	noun	maya
2859	francez	adj	French
2860	altor	det	genitive/dative masculine/neuter/feminine plural of alt
2861	campanie	noun	campaign
2862	marina	verb	to marinate
2863	cauzat	noun	causation
2864	posibilitate	noun	possibility
2865	explodat	adj	exploded
2866	retrage	verb	to become retracted, pull back
2867	zeu	noun	god
2868	lacrimi	noun	indefinite plural of lacrimă
2869	furia	noun	definite nominative/accusative singular of furie
2870	virusul	noun	definite nominative/accusative singular of virus
2871	pozitiv	adj	positive; constructive
2872	apăra	verb	to protect, defend, guard
2873	singure	adj	feminine/neuter plural
2874	petreceri	noun	plural; genitive/dative singular
2875	consiliu	noun	council; board
2876	apele	noun	definite nominative/accusative plural of apă
2877	aprecia	verb	to appreciate
2878	violent	adj	violent
2879	voluntar	adj	voluntary
2880	vi-l	contraction	contraction of vă and îl
2881	îndepărtat	verb	past participle of îndepărta
2882	elicopter	noun	helicopter
2883	dimineața	adv	in the morning
2884	gândească	verb	third-person singular/plural present subjunctive of gândi
2885	ruga	verb	to ask politely, to say please
2886	afectat	adj	affected
2887	galben	adj	yellow
2888	fabrică	noun	plant (factory or industrial facility)
2889	jumate	noun	syncopic form of jumătate
2890	grădina	noun	definite nominative/accusative singular of grădină
2891	tăia	verb	to cut
2892	combustibil	noun	fuel
2893	amestec	noun	mix, mixture, admixture
2894	adesea	adv	often
2895	vremurile	noun	definite nominative/accusative plural of vreme
2896	șansă	noun	chance; luck
2897	plângere	noun	crying; complaining, bellyaching
2898	altundeva	adv	somewhere else, elsewhere, some other place
2899	iarna	noun	definite nominative/accusative singular of iarnă
2900	prizonieri	noun	plural of prizonier
2901	feluri	verb	to differentiate (oneself)
2902	bomboane	noun	plural of bomboană (“piece of candy”); candy (collective noun)
2903	ține	verb	to hold; to hold on
2904	sarcină	noun	burden, load, weight, onus
2905	surprinde	verb	to surprise
2906	consider	verb	first-person singular present indicative/subjunctive of considera
2907	larg	adj	wide
2908	lup	noun	wolf
2909	umbra	noun	definite nominative/accusative singular of umbră
2910	pian	noun	piano
2911	urmei	noun	definite genitive/dative singular of urmă (“footprint”)
2912	măsura	verb	to measure; to measure (have a certain size)
2913	sexuale	adj	nominative/accusative feminine/neuter plural of sexual
2914	campion	noun	champion
2915	strânge	verb	to tighten, squeeze
2916	pălărie	noun	hat
2917	oarecum	adv	somehow
2918	cocaină	noun	cocaine
2919	homosexual	adj	homosexual
2920	green	noun	putting green
2921	is	name	abbreviation of Iași: a county of Romania
2922	iunie	noun	June
2923	scriitor	noun	writer
2924	avioane	noun	plural of avion
2925	totalitate	noun	totality
2926	start	noun	start (of a race)
2927	natură	noun	nature
2928	moscova	name	Moscow (a federal city, the capital of Russia)
2929	americană	adj	feminine singular nominative/accusative of american
2930	dă-mi-o	verb	Compound of imperative of da, îmi and o.
2931	închizi	verb	second-person singular present indicative/subjunctive of închide
2932	supă	noun	soup
2933	următor	adj	following, next
2934	iulie	noun	July
2935	i-l	contraction	contraction of îi + îl
2936	zâmbet	noun	smile
2937	folosită	adj	feminine singular of folosit
2938	creatură	noun	creature
2939	închiriat	noun	renting
2940	băuturi	noun	plural of băutură
2941	echipament	noun	equipment
2942	permanent	adj	permanent
2943	imens	adj	immense
2944	telefoanele	noun	definite nominative/accusative plural of telefon
2945	cowboy	noun	cowboy
2946	capului	noun	definite dative/genitive singular of cap
2947	obsedat	adj	obsessed
2948	programare	noun	appointment; programming
2949	aprilie	noun	April
2950	plaja	noun	definite nominative/accusative singular of plajă
2951	bisericii	noun	definite genitive/dative singular of biserică
2952	geam	noun	pane (individual sheet of glass)
2953	rătăcit	adj	strayed, lost
2954	plouă	verb	third-person singular present indicative/subjunctive
2955	presupus	adj	presumed
2956	doream	verb	first-person singular/plural imperfect indicative of dori
2957	apeluri	noun	plural of apel
2958	tunel	noun	tunnel
2959	na	intj	here you are! take it!
2960	continue	adj	feminine/neuter plural of continuu
2961	copilărie	noun	childhood; thought, deed, belief that is childish
2962	compara	verb	to compare
2963	secole	noun	plural of secol (“centuries”)
2964	util	adj	helpful; useful
2965	comoara	noun	definite nominative/accusative singular of comoară
